"","IDy","ID_Parcelle","type_prod","Autres outils","Charrue","Outil à dents","Outil à disques","Outil rotatif","Pas de travail du sol","nb_tot_trav_sol","Fertilisation (autre)","Fertilisation minérale","Fertilisation organique","Fertilisation organo-minérale","Pas de fertilisation","nb_tot_ferti","tot_azote","Désherbage complet","Désherbage partiel","Désherbage sélectif","Enherbement total","Information inconnue.x","Pas de désherbage","nb_tot_herb","N_trait","N_trait_k","N_missing","IFT_herbi","IFT_insec","IFT_fongi","IFT_tot","IFT_tot2","Animaux de pâture","Autres (non chimiques)","Broyage ou tonte sans ramassage","Fauchage avec exportation des fauches","Fauchage sans exportation des fauches","Herbicide non sélectif de contact","Herbicide non sélectif systémique","Herbicide sélectif antidicotylédones","Herbicide sélectif antigraminées","Information inconnue.y","Intervention chimique (indéfini)","Intervention mécanique (indéfini)","Pas d'intervention","Tonte avec ramassage","nb_tot_int","nb_int_non_ch","nb_int_chim"
"1725","36_2014",36,"Conventionnel",0,2,3,0,0,0,5,0,4,0,0,0,4,139.4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1726","36_2015",36,"Conventionnel",0,1,1,0,0,0,2,0,5,1,0,0,6,190,0,0,2,0,0,0,2,8,3,5,0,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1727","36_2016",36,"Conventionnel",1,1,0,0,2,0,4,0,3,1,0,0,4,168,NA,NA,NA,NA,NA,NA,NA,8,8,0,3.2,0.266666666666667,1.8,5.26666666666667,5.26666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","36_2017",36,"Conventionnel",1,0,0,2,0,0,3,0,0,1,0,0,1,73,0,0,1,0,0,0,1,5,5,0,0,0,1.6,3.4,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1729","360_2012",360,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","360_2013",360,"Conventionnel",0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,4,28,27,1,0,8.5625,4.8,13.3625,13.3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","360_2014",360,"Conventionnel",0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,5,41,41,0,1.465,0,17.9917098445596,19.4567098445596,19.4567098445596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","360_2015",360,"Conventionnel",5,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,0,4,0,2,0,0,4,27,26,1,0,2.04545454545455,13.2888955823293,15.3343501277839,15.3343501277839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","360_2016",360,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","360_2017",360,"Conventionnel",0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","361_2012",361,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","361_2013",361,"Biologique",5,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,5,35,30,5,0.85,3.75,16.4631578947368,21.0631578947368,21.0631578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","361_2014",361,"Biologique",2,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,17,17,0,0,1,8.7,9.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","361_2015",361,"Biologique",3,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,3,14,14,0,0,0,6.86,6.86,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","361_2016",361,"Biologique",1,3,0,0,0,0,4,0,0,1,0,0,1,24,NA,NA,NA,NA,NA,NA,NA,18,18,0,0,0,14.125,14.125,14.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","361_2017",361,"Biologique",1,2,0,0,0,0,3,0,0,1,0,0,1,24,NA,NA,NA,NA,NA,NA,NA,20,20,0,2.35,0,8.256,10.606,10.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","362_2012",362,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1742","362_2013",362,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,28,28,0,0,0,16.15,16.15,16.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1743","362_2014",362,"Conventionnel",2,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,4,53,0,53,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","362_2015",362,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","362_2016",362,"Conventionnel",0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,34,33,1,0.26,1.63333333333333,14.4666666666667,16.36,16.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1746","362_2017",362,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,35,28,7,0,0,17.1816666666667,17.1816666666667,17.1816666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1747","363_2012",363,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","363_2013",363,"Conventionnel",0,4,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,4,28,24,4,0.416666666666667,0,14.0638955823293,14.480562248996,14.480562248996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","363_2014",363,"Conventionnel",0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,3,36,33,3,1,4.95,20.2026157260621,26.1526157260621,26.1526157260621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","363_2015",363,"Conventionnel",0,4,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,5,17,14,3,0.85,1.2,6.725,8.775,8.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","363_2016",363,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","363_2017",363,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","364_2012",364,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","364_2013",364,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,0,2,11,9,2,0,0,6.22857142857143,6.22857142857143,6.22857142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1755","364_2014",364,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,37,0,3,0,0,0,0,3,26,26,0,1.125,0,6.08009375585974,7.20509375585974,7.20509375585974,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"1756","364_2015",364,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,37.5,0,3,0,0,0,0,3,27,27,0,1.325,0,8.61299250611058,9.93799250611058,9.93799250611058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1757","364_2016",364,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,6,31,31,0,1.51666666666667,0.333333333333333,14.7200468779299,16.5700468779299,16.5700468779299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","364_2017",364,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,3,37,31,6,1.9,0.333333333333333,20.2928571428571,22.5261904761905,22.5261904761905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1759","365_2012",365,"Conventionnel",1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1760","365_2013",365,"Conventionnel",1,0,0,0,0,0,1,0,3,0,0,0,3,560,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","365_2014",365,"Conventionnel",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0,0,0.688235294117647,1.27261029411765,0.688235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762","365_2015",365,"Conventionnel",1,0,1,1,0,0,3,0,4,1,0,0,5,109.5,NA,NA,NA,NA,NA,NA,NA,29,29,0,0,7.6125,1.95,9.5625,9.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","365_2016",365,"Conventionnel",0,0,0,0,1,0,1,1,3,0,0,0,4,184,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,1.6,0,1.6,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1764","365_2017",365,"Conventionnel",1,0,1,1,0,0,3,0,4,0,0,0,4,138,NA,NA,NA,NA,NA,NA,NA,8,7,1,2.78583333333333,0,0.741176470588235,3.52700980392157,3.52700980392157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1765","366_2012",366,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1766","366_2013",366,"Conventionnel",0,0,1,3,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","366_2014",366,"Conventionnel",0,0,0,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"1768","366_2015",366,"Conventionnel",0,1,0,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1769","366_2016",366,"Conventionnel",0,1,0,4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","366_2017",366,"Conventionnel",0,0,2,0,0,0,2,0,1,0,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,18,18,0,0.6,0,8.1,8.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","367_2012",367,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","367_2013",367,"Conventionnel",0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,6,0,0,0,0,6,20,20,0,0,0,10.1510703168948,10.1510703168948,10.1510703168948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","367_2014",367,"Conventionnel",0,5,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,0,11,0,0,0,0,11,29,29,0,2.25,0,20.391532713131,22.641532713131,22.641532713131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","367_2015",367,"Conventionnel",0,6,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,0,8,0,0,0,0,8,32,29,3,4.125,0,17.6159493670886,21.7409493670886,21.7409493670886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","367_2016",367,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","367_2017",367,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,39,29,10,1.1,0,20.5835158354939,21.6835158354939,21.6835158354939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","368_2012",368,"Conventionnel",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","368_2013",368,"Conventionnel",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,41,39,2,1.35,0.25,15.2772382912486,16.8772382912486,16.8772382912486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1779","368_2014",368,"Conventionnel",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1780","368_2015",368,"Conventionnel",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,30,1,1.5,1.19277108433735,8.31379231210557,11.0065633964429,11.0065633964429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","368_2016",368,"Conventionnel",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,29,2,0,0,15.4654406196213,16.4654406196213,15.4654406196213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","368_2017",368,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","369_2012",369,"Biologique",0,0,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","369_2013",369,"Biologique",0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1785","369_2014",369,"Biologique",0,1,0,1,0,0,2,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1786","369_2015",369,"Biologique",0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1787","369_2016",369,"Biologique",1,0,2,3,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","369_2017",369,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","37_2012",37,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","37_2013",37,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","37_2014",37,"Conventionnel",2,1,1,3,0,0,7,0,3,0,0,0,3,111.5,0,0,2,0,0,0,2,26,21,5,5.35940170940171,0,2.4,8.15940170940171,7.75940170940171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"1792","37_2015",37,"Conventionnel",0,1,1,0,1,0,3,0,1,0,0,0,1,130,0,0,5,0,0,0,5,17,17,0,0.6,0,5.8975,7.8175,6.4975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","37_2016",37,"Conventionnel",0,1,0,3,0,0,4,0,5,0,0,0,5,192,2,0,0,0,0,0,2,23,21,2,3.05916666666667,0,3,6.05916666666667,6.05916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","37_2017",37,"Conventionnel",0,0,0,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,27,26,1,4.7,0,4.845,12.245,9.545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"1795","370_2012",370,"Conventionnel",0,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","370_2013",370,"Conventionnel",0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,2,2,0,0.75,0,0,0.75,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1797","370_2014",370,"Conventionnel",0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,3,0,0,0,3,4,4,0,2.33333333333333,1,0,3.33333333333333,3.33333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1798","370_2015",370,"Conventionnel",0,1,1,0,0,0,2,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,16,16,0,4.47208333333333,2.165,1.44,8.07708333333333,8.07708333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1799","370_2016",370,"Conventionnel",0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,11,11,0,6.25,2,0,8.25,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","370_2017",370,"Conventionnel",0,0,1,0,0,0,1,0,2,0,0,0,2,53,1,0,0,0,1,0,1,30,30,0,4.13333333333333,4.04444444444444,0,8.17777777777778,8.17777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","371_2012",371,"Conventionnel",0,0,1,0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,69,67,2,0,0,17.3673070316895,17.3673070316895,17.3673070316895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","371_2013",371,"Conventionnel",0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12,7,5,0,0,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1803","371_2014",371,"Conventionnel",0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,3,0,0,0,3,12,7,5,0,0,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1804","371_2015",371,"Conventionnel",0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,4,4,0,2.75,0,0,2.75,2.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1805","371_2016",371,"Conventionnel",0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0.75,0,0,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","371_2017",371,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","372_2012",372,"Conventionnel",0,0,0,1,0,0,1,0,3,0,0,0,3,419,0,0,1,0,0,0,1,18,18,0,0,2.3,9.35,11.65,11.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1808","372_2013",372,"Conventionnel",0,0,3,1,0,0,4,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"1809","372_2014",372,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","372_2015",372,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","372_2016",372,"Conventionnel",0,0,1,0,0,0,1,0,3,0,0,0,3,186.4,0,0,2,0,0,0,2,15,15,0,1.875,0,3.48157894736842,5.35657894736842,5.35657894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","372_2017",372,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","373_2012",373,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1814","373_2013",373,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,2,2,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1815","373_2014",373,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,4,156,0,0,1,0,0,0,1,6,6,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1816","373_2015",373,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,39,0,0,0,0,1,0,0,27,27,0,3.63333333333333,0,5.45833333333333,11.0916666666667,9.09166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","373_2016",373,"Conventionnel",0,0,1,1,0,0,2,0,5,0,0,0,5,0,0,0,0,0,1,0,0,23,23,0,6.817,0,1,7.817,7.817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"1818","373_2017",373,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,503,NA,NA,NA,NA,NA,NA,NA,27,22,5,2.198,0,5.3,8.64085714285714,7.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","374_2012",374,"Conventionnel",0,1,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","374_2013",374,"Conventionnel",0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
