"","IDy","ID_Parcelle","type_prod","Autres outils","Charrue","Outil à dents","Outil à disques","Outil rotatif","Pas de travail du sol","nb_tot_trav_sol","Fertilisation (autre)","Fertilisation minérale","Fertilisation organique","Fertilisation organo-minérale","Pas de fertilisation","nb_tot_ferti","tot_azote","Désherbage complet","Désherbage partiel","Désherbage sélectif","Enherbement total","Information inconnue.x","Pas de désherbage","nb_tot_herb","N_trait","N_trait_k","N_missing","IFT_herbi","IFT_insec","IFT_fongi","IFT_tot","IFT_tot2","Animaux de pâture","Autres (non chimiques)","Broyage ou tonte sans ramassage","Fauchage avec exportation des fauches","Fauchage sans exportation des fauches","Herbicide non sélectif de contact","Herbicide non sélectif systémique","Herbicide sélectif antidicotylédones","Herbicide sélectif antigraminées","Information inconnue.y","Intervention chimique (indéfini)","Intervention mécanique (indéfini)","Pas d'intervention","Tonte avec ramassage","nb_tot_int","nb_int_non_ch","nb_int_chim"
"473","170_2016",170,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","170_2017",170,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","171_2012",171,"Conventionnel",0,1,2,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"476","171_2013",171,"Conventionnel",1,1,1,0,0,0,3,0,3,0,0,0,3,190,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","171_2014",171,"Conventionnel",2,1,0,0,0,0,3,0,2,0,0,0,2,172,0,0,5,0,0,0,5,18,14,4,3.47545454545455,0.266666666666667,6.155,9.89712121212121,9.89712121212121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"478","171_2015",171,"Conventionnel",0,0,2,0,0,0,2,0,2,0,0,0,2,107.3,0,0,5,0,0,0,5,21,13,8,7.39583333333333,0,0,7.39583333333333,7.39583333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"479","171_2016",171,"Conventionnel",0,1,0,0,0,0,1,2,1,0,0,0,3,236,NA,NA,NA,NA,NA,NA,NA,42,42,0,8.11666666666667,0,2,10.1166666666667,10.1166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","171_2017",171,"Conventionnel",0,0,2,0,0,0,2,0,2,0,0,0,2,138,1,0,2,0,0,0,3,15,11,4,2.94545454545455,0,6.8,9.74545454545455,9.74545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","172_2012",172,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"482","172_2013",172,"Conventionnel",1,0,1,1,1,0,4,0,4,0,0,0,4,189.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"483","172_2014",172,"Conventionnel",1,0,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","172_2015",172,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","172_2016",172,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","172_2017",172,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","173_2012",173,"Biologique",0,1,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"488","173_2013",173,"Biologique",2,1,3,0,1,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"489","173_2014",173,"Biologique",0,2,1,2,0,0,5,0,0,1,0,0,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"490","173_2015",173,"Biologique",0,0,3,1,0,0,4,0,0,1,0,0,1,184,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"491","173_2016",173,"Biologique",3,0,8,1,0,0,12,0,0,1,0,0,1,0,0,0,10,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","173_2017",173,"Biologique",0,1,0,0,0,0,1,0,0,1,0,0,1,140,0,0,3,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"493","174_2012",174,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","174_2013",174,"Conventionnel",0,1,0,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","174_2014",174,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"496","174_2015",174,"Conventionnel",0,1,1,0,0,0,2,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,19,18,1,3.2,0,3.306,9.07742857142857,6.506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"497","174_2016",174,"Conventionnel",0,1,2,0,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,27,25,2,5.34290322580645,0,2,7.34290322580645,7.34290322580645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"498","174_2017",174,"Conventionnel",0,1,2,0,0,0,3,0,3,0,0,0,3,81,NA,NA,NA,NA,NA,NA,NA,21,21,0,5.53846153846154,1.51807228915663,4.136,12.2592004942848,11.1925338276182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"499","175_2012",175,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"500","175_2013",175,"Conventionnel",0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","175_2014",175,"Conventionnel",0,0,0,1,0,0,1,0,3,0,0,0,3,163.14,0,0,1,0,0,0,1,13,13,0,6.14166666666667,0,2,8.14166666666667,8.14166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","175_2015",175,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,4,197.56,0,0,2,0,0,0,2,20,12,8,0,0,2.17263157894737,4.47263157894737,2.17263157894737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"503","175_2016",175,"Conventionnel",1,0,0,1,0,0,2,0,4,0,0,0,4,154,2,0,0,0,0,0,2,22,17,5,2.66,0,9.4,12.06,12.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","175_2017",175,"Conventionnel",0,0,1,1,0,0,2,0,3,0,0,0,3,157.34,NA,NA,NA,NA,NA,NA,NA,25,16,9,4.04166666666667,0,2.546,7.18766666666667,6.58766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","176_2012",176,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","176_2013",176,"Conventionnel",0,1,0,1,1,0,3,0,4,0,0,0,4,215,0,0,2,0,1,0,2,16,16,0,0.1875,0,3.47130325814536,3.65880325814536,3.65880325814536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"507","176_2014",176,"Conventionnel",0,1,0,1,1,0,3,4,0,0,0,0,4,0,0,0,3,0,0,0,3,16,16,0,6.31666666666667,1.11111111111111,0,7.42777777777778,7.42777777777778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"508","176_2015",176,"Conventionnel",0,1,0,1,1,0,3,4,0,0,0,0,4,0,0,0,3,0,0,0,3,15,15,0,4.31666666666667,2,0,6.31666666666667,6.31666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"509","176_2016",176,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","176_2017",176,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","177_2012",177,"Conventionnel",0,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","177_2013",177,"Conventionnel",0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,4,9,9,0,2.2,1.47540983606557,1.625,6.50040983606557,5.30040983606557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"513","177_2014",177,"Conventionnel",0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,4,56,54,2,6.25,2,15.8182260051968,24.0682260051968,24.0682260051968,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"514","177_2015",177,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","177_2016",177,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","177_2017",177,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","178_2012",178,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","178_2013",178,"Conventionnel",0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,49,46,3,1.4375,2.15568862275449,17.0074,20.6005886227545,20.6005886227545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"519","178_2014",178,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,2,0,2,0,0,0,0,0,2,50,48,2,0,0,23.245,23.245,23.245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"520","178_2015",178,"Conventionnel",0,1,1,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,2,68,60,8,0,0,27.1595238095238,27.1595238095238,27.1595238095238,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0
"521","178_2016",178,"Conventionnel",0,1,1,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,2,52,50,2,0,0,13.7448285714286,13.7448285714286,13.7448285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"522","178_2017",178,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","179_2012",179,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","179_2013",179,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,3,0,0,0,0,3,21,12,9,4.65,0,0.195,4.845,4.845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"525","179_2014",179,"Conventionnel",0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,3,0,0,0,0,3,50,44,6,2.17791666666667,0,20.4375333333333,22.61545,22.61545,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"526","179_2015",179,"Conventionnel",0,0,0,0,0,1,0,2,0,0,0,0,2,7.8,0,3,0,0,0,0,3,71,71,0,4.2835,2.15568862275449,19.2491904761905,26.228379098945,25.688379098945,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0
"527","179_2016",179,"Conventionnel",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,50,50,0,3.3355,2.33532934131737,12.1264666666667,17.797296007984,17.797296007984,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0
"528","179_2017",179,"Conventionnel",0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,47,41,6,1.19375,0,12.7755,13.96925,13.96925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","18_2012",18,"Conventionnel",0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","18_2013",18,"Conventionnel",0,1,3,0,0,0,4,0,1,0,0,0,1,75,NA,NA,NA,NA,NA,NA,NA,30,29,1,0,0,2.74951428571429,2.74951428571429,2.74951428571429,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"531","18_2014",18,"Conventionnel",0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","18_2015",18,"Conventionnel",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,9,7,0,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"533","18_2016",18,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","18_2017",18,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","180_2012",180,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,0.333333333333333,0,1.275,1.60833333333333,1.60833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","180_2013",180,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,6,209,0,0,4,0,0,0,4,9,3,6,1.57677777777778,0,0,1.57677777777778,1.57677777777778,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"537","180_2014",180,"Conventionnel",0,1,0,0,0,0,1,0,5,0,0,0,5,147,0,0,8,0,0,0,8,15,10,5,1.25,0,4.455,5.705,5.705,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"538","180_2015",180,"Conventionnel",0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,73,54,19,12.0925833333333,0,3.978,25.1305833333333,16.0705833333333,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"539","180_2016",180,"Conventionnel",0,0,1,0,0,0,1,0,6,0,0,0,6,233,1,0,1,0,0,0,2,54,32,22,0.81,3.77333333333333,4.72,9.30333333333333,9.30333333333333,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"540","180_2017",180,"Conventionnel",0,0,0,0,1,0,1,0,2,0,0,0,2,35,3,0,2,0,0,0,5,13,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"541","181_2012",181,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","181_2013",181,"Biologique",0,1,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,3,80,80,0,0,3,30.2316666666667,33.2316666666667,33.2316666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"543","181_2014",181,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,3,112,110,2,0,0,20.950977443609,20.950977443609,20.950977443609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"544","181_2015",181,"Biologique",0,1,2,2,0,0,5,4,0,0,0,0,4,0,0,5,0,0,0,0,5,137,135,2,0,0,24.9811428571429,24.9811428571429,24.9811428571429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"545","181_2016",181,"Biologique",0,1,2,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,3,95,95,0,0,0,16.8194285714286,16.8194285714286,16.8194285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"546","181_2017",181,"Biologique",3,1,1,0,0,0,5,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,124,98,26,0,0,18.4518646616541,18.4518646616541,18.4518646616541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"547","182_2012",182,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"548","182_2013",182,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"549","182_2014",182,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","182_2015",182,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","182_2016",182,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","182_2017",182,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","183_2012",183,"Conventionnel",0,1,0,0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","183_2013",183,"Conventionnel",1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,3,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","183_2014",183,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","183_2015",183,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","183_2016",183,"Conventionnel",0,1,1,0,0,0,2,0,2,0,0,0,2,180,NA,NA,NA,NA,NA,NA,NA,2,2,0,1.25,0,0,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","183_2017",183,"Conventionnel",0,1,0,0,1,0,2,0,3,0,0,0,3,148,1,0,0,0,0,0,1,3,3,0,0.975,0,0,0.975,0.975,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"559","184_2012",184,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"560","184_2013",184,"Conventionnel",0,0,1,1,0,0,2,0,1,2,1,0,4,24,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"561","184_2014",184,"Conventionnel",1,0,2,3,0,0,6,0,1,2,1,0,4,24,0,7,0,0,0,0,7,36,28,8,0.666666666666667,2,17.0572289156627,20.1238955823293,19.7238955823293,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"562","184_2015",184,"Conventionnel",0,0,2,3,0,0,5,0,1,2,1,0,4,25,0,7,0,0,0,0,7,54,51,3,0.666666666666667,0,34.7572289156627,35.4238955823293,35.4238955823293,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"563","184_2016",184,"Conventionnel",1,0,1,4,1,0,7,0,0,0,4,0,4,0,0,7,0,0,0,0,7,49,47,2,0.866666666666667,0,35.8333333333333,38.31,36.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"564","184_2017",184,"Conventionnel",1,0,1,5,1,0,8,0,1,2,1,0,4,25,0,11,0,0,0,0,11,52,51,1,0.333333333333333,1.88888888888889,24.9583333333333,29.3138888888889,27.1805555555556,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"565","185_2012",185,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","185_2013",185,"Conventionnel",0,2,0,0,2,0,4,0,0,2,0,0,2,300,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"567","185_2014",185,"Conventionnel",0,0,1,0,0,0,1,3,0,0,0,0,3,127.5,0,0,1,0,0,0,1,29,29,0,7.75833333333333,0,0,7.75833333333333,7.75833333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"568","185_2015",185,"Conventionnel",0,0,2,0,0,0,2,0,0,1,0,0,1,150,0,0,2,0,0,0,2,21,16,5,1.73333333333333,0,3,8.13333333333333,4.73333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"569","185_2016",185,"Conventionnel",0,0,1,0,1,0,2,0,3,0,0,0,3,154,NA,NA,NA,NA,NA,NA,NA,15,12,3,3.8,0,0,3.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"570","185_2017",185,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,85,0,0,1,0,0,0,1,6,6,0,1.28,0,1.92,3.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
